name,main_business,new_business,future,targeting_point,sources,confidence
(주)에이치엘클레무브,"HL그룹(옛 한라그룹) 계열 자율주행 부품 전문기업으로, 2021년 12월 만도헬라일렉트로닉스와 만도모빌리티솔루션즈 합병으로 출범했다. 레이더, 카메라, 라이다 등 ADAS(첨단 운전자 지원 시스템) 센서와 자율주행 통합제어기(ADCU)를 현대차·기아 등 완성차에 공급해 매출을 낸다. 2025년 상반기 매출 약 9,069억원으로 전년 동기 대비 20.2% 성장했다.","4D 이미징 레이더, 고해상도 카메라, 고정형 라이다, 실내 승객감지센서, 고성능 자율주행 통합제어기 등 완전자율주행 핵심 제품의 상용화를 추진 중이다. 인도 첸나이 공장에서 2025년 4월 첫 레이더 양산을 시작했고 북미 매출이 급성장(HL만도 북미 매출 비중 2023년 4.1%→2025년 상반기 22.6%) 중이며, 2026년 상반기 Radar 제품 PM 및 R&D 경력직 등 대규모 채용을 진행하고 있다.","북미·중국(쑤저우)·인도(첸나이, 벵갈루루 R&D) 글로벌 거점을 확대하고 현대차·기아 외 북미·중국 전기차 스타트업으로 공급처를 다변화해 2030년 매출 4조원을 목표로 한다. 차세대 고성능 컴퓨팅(HPC) 기반 첨단 자율주행 통합제어기 개발에 집중하며 완전자율주행 대응 역량을 강화하고 있다.","레이더/라이다/카메라 센서 신호처리, 센서 퓨전, 자율주행 통합제어기(ADCU)·고성능 컴퓨팅(HPC) 임베디드 개발 경험을 강조하면 좋다. 양산 자동화·글로벌 공장 셋업(인도·북미) 경험이나 ADAS 검증·테스트 자동화 역량도 현재진행형 사업과 직결되는 타겟팅 포인트다.","만도 자율주행 자회사 HL클레무브 공식 출범...2030년 매출 4조원 목표 - 디일렉, https://www.thelec.kr/news/articleView.html?idxno=15301 | 자율주행 부품 존재감…HL클레무브, 북미 매출 급성장 - 머니투데이, https://www.mt.co.kr/industry/2025/08/21/2025082014554813173 | HL클레무브, 차세대 고성능 컴퓨팅 개발…첨단 자율주행 대응 - 전자신문, https://www.etnews.com/20250912000254 | [(주)에이치엘클레무브] 2026 상반기 R&D 경력직/Radar 제품 PM 채용 - 사람인/비즈니스피플, https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=52593317",high
(주)모베이스전자,"스마트키 모듈, 타이어공기압감지시스템(TPMS), 바디도메인컨트롤러(BDC) 등 자동차 전장부품을 설계·생산해 완성차에 공급하는 기업으로, 현대차·기아 매출 비중이 약 67~70%에 달한다. 2024년 처음으로 연결 매출 1조원(약 1조434억원)을 돌파했다.","2026년부터 6년간 현대차그룹에 약 1조원 규모(연 약 1670억원)의 바디도메인컨트롤러(BDC)를 공급하며, 동시에 AI 정밀제어 기술을 적용한 로봇용 그리퍼(로봇손)를 개발해 로봇 부품 시장에 본격 진출했다. 현대차 모빌리티 로봇 '모베드(MobED)'에 메인보드와 와이어링을 공급 중이며, 로봇 R&D 인력을 50명 추가 확충할 계획이다.","피지컬 AI(로보틱스)를 미래 먹거리로 보고 자동차 전장 기술을 로봇 산업으로 확장하는 사업 다각화를 추진하며, 향후 5년간 매출 20% 성장을 목표로 한다. 전기차용 무선충전 시스템·BMS/BMM 등 전동화 부품과 로봇 부품을 양대 축으로 키우려 한다.","로봇 그리퍼의 파지력·정밀제어, 센서/카메라 기반 인식, 전장 제어기(BDC) 임베디드 등이 핵심이므로, 정밀 액추에이터·힘 제어·모션 제어, AI 기반 제어, 임베디드 HW/SW 역량을 강조하면 효과적이다. 자동차 전장에서 로봇으로의 기술 전이 경험이나 양산화 엔지니어링 경험을 어필하면 차별화된다.","올해 주가 163% 폭등, 현대차+로봇 '이 회사'…'5년 내 매출 20% 늘린다' - 헤럴드경제 (https://biz.heraldcorp.com/article/10707196) | 모베이스전자 주가 19% 급등…로봇 그리퍼 진출 선언에 1조 장기 수주 재조명 - 한투데이 (https://www.hantoday.net/news/articleView.html?idxno=52562) | '생산 효율화·해외 자회사 덕'…모베이스전자, 지난해 순이익 184억원 달성 - 뉴데일리 (https://biz.newdaily.co.kr/site/data/html/2025/02/26/2025022600288.html)",high
동서식품(주),"맥심·카누·맥스웰하우스 등 커피믹스와 인스턴트 커피를 핵심으로 하며, 그 외 커피크림(프리마), 시리얼, 곡물차를 제조·판매하는 국내 1위 커피 가공 기업이다. 커피믹스가 전체 매출의 절대 비중을 차지하며 부평·창원 공장에서 생산한다.","건강 트렌드에 대응한 '맥심 모카골드 제로슈거' 등 무설탕 커피믹스를 출시했고, '카누 바리스타'로 캡슐커피 시장에 진출했다. 또한 '맥심 티오피' 중심의 프리미엄 RTD(즉석음용) 커피를 새 성장축으로 키우며 부평·창원 공장에 스마트팩토리(약 418억원 투자)를 구축해 생산 공정을 자동화하고 있다.","커피믹스 시장 정체와 해외 수출 한계를 캡슐커피·RTD 커피 등 프리미엄·건강지향 제품으로 돌파하려 하며, 동남아·북미 등 해외 시장 진출 가능성이 거론된다. 스마트팩토리 기반의 생산 효율화와 제품 포트폴리오 다변화가 중장기 전략의 핵심이다.","부평·창원 스마트팩토리(생산계획·설비상태·재고를 시스템이 자동 판단하는 자동화 공정) 운영·고도화 경험을 부각하고, 식품 제조라인의 MES·공정자동화·설비 효율화 역량을 연결하면 좋다. 자동화로 생산성과 품질 일관성을 높인 사례를 정량 성과와 함께 제시하면 효과적이다.","맥심·카누 잘 팔렸네…동서식품, 지난해 영업익 6.2%↑ - 뉴스1 https://www.news1.kr/industry/distribution/5730530 | 동서식품, 창원공장에 스마트팩토리 구축 - 식품저널 http://www.foodnews.co.kr/news/articleView.html?idxno=97953 | 동서식품, 프리미엄 RTD가 끌고 캡슐이 밀고…최고 실적 비결은? - 더밸류뉴스 https://www.thevaluenews.co.kr/news/190269 | 해외 진출 막힌 맥심 커피믹스…동서식품, 캡슐커피·RTD커피서 경쟁력 확보 - 위키리크스한국 http://www.wikileaks-kr.org/news/articleView.html?idxno=159297",medium
(주)화신,"1975년 설립된 코스피 상장 자동차 부품사로, 현대기아차그룹을 핵심 고객으로 자동차 섀시(Chassis)·보디(Body) 부품을 모듈품·개별품 형태로 납품한다. 매출의 약 70% 이상이 서스펜션 모듈, 암(Arm), 프레임, 오일팬, 브래킷 등 섀시 부문에서 발생한다.","기존 섀시 프레스·용접 기술을 기반으로 전기차 배터리팩 케이스 사업에 진출해 영천 신공장 건설, 인도 푸네·미국 조지아 글로벌 거점 확장을 진행 중이다. 또한 현대차그룹 조지아 메타플랜트 가동에 맞춰 전동화(Electrification) 부품 공급을 단계적으로 확대하고 있다.","섀시·배터리 케이스 기술을 휴머노이드 로봇의 팔다리·바디 모듈로 확장해 '휴머노이드 밸류체인' 진입을 노리는 것이 중장기 핵심 성장축이다. 증권가는 로봇 바디 모듈을 산업 개화기 초기 진입 기회로 평가하며, 배터리 케이스 매출 증가와 로봇 모듈 수주 기대를 투자 포인트로 제시했다(삼성증권 매수 의견).","금속 성형·프레스·용접·차체 구조설계 등 섀시 제조 역량이 배터리 케이스와 로봇 바디 모듈로 전이되는 흐름이므로, 구조해석·경량화·자동화 용접/조립 라인 경험을 강조하면 좋다. 특히 전동화·로보틱스 신사업과 글로벌 공장(조지아·푸네) 스마트팩토리 자동화 연계 역량을 부각하는 것이 효과적이다.","[특징주] 화신, 로봇·배터리 사업 기대감에 장 초반 29% ↑ '상한가' - 이투데이, https://www.etoday.co.kr/news/view/2593989 | 화신, 로봇 바디 모듈로 '휴머노이드 밸류체인' 진입 주목 - 뉴스프라임, https://www.newsprime.co.kr/news/article/?no=736786 | 화신(010690) 섀시 기술을 기반으로 두번째 피봇을 기대 - 삼성증권 리포트, https://samsungpop.com/common.do?cmd=down&fileName=2010%2F2026021315510111K_02_08.pdf | 회사개요 | 화신그룹 | (주)화신, https://www.hwashin.co.kr/kr/group/group_summary.do",high
(주)아이아이컴바인드,"아이웨어 브랜드 '젠틀몬스터(GENTLE MONSTER)'를 핵심으로 안경·선글라스를 제조·판매하는 글로벌 패션 아이웨어 기업이며, 젠틀몬스터가 그룹 매출의 약 80%를 차지한다. 향수·스킨케어 '탬버린즈(TAMBURINS)', 디저트·티하우스 '누데이크(NUDAKE)' 등 라이프스타일 브랜드를 함께 전개한다.","'어디에도 없는 공간'을 표방하는 미래형 통합 리테일 플랫폼 '하우스 노웨어(HAUS NOWHERE)'를 도산·상하이·선전에 이어 서울(성수)까지 확장하며 그룹 브랜드를 통합 전시하는 신사업을 추진 중이다. 매장 내 움직이는 대형 키네틱 로봇 조형물, 로봇 팔, AI 기반 촬영 콘텐츠 등 로보틱스·자동화 기반의 실험적 공간 연출에 대규모로 투자하고 있다.","아시아 사모펀드 ZWC 파트너스로부터 신규 투자를 유치하며 약 3조3500억원의 기업가치를 평가받았고, 매출 1조원 행보를 목표로 라이프스타일 포트폴리오와 글로벌 리테일 확장을 가속하고 있다. 브랜드 경험을 로봇·AI·공간 기술과 결합한 '미래형 리테일'을 중장기 성장축으로 삼고 있다.","젠틀몬스터/하우스 노웨어 매장의 키네틱 로봇 조형물·로봇 팔 설치물처럼 '예술·브랜드 경험과 결합된 로보틱스·기구 설계·모션 제어' 역량을 강조하면 좋다. 3D 모델링, 액추에이터 기반 무빙 오브제, 전시용 자동화 시스템 설계 경험을 브랜드 세계관 구현 관점과 연결해 어필하는 것이 효과적이다.","아이아이컴바인드 - 나무위키 https://namu.wiki/w/%EC%95%84%EC%9D%B4%EC%95%84%EC%9D%B4%EC%BB%B4%EB%B0%94%EC%9D%B8%EB%93%9C | 패션비즈 | 아이아이컴바인드, 新공간·브랜드 정식 오픈… 1조 행보 가속 https://fashionbiz.co.kr/article/219266 | 성수동에 착륙한 젠틀몬스터의 미래 실험 (HAUS NOWHERE SEOUL) | Design+ https://design.co.kr/article/133618 | 젠틀몬스터 모회사 아이아이컴바인드, 신규 투자 유치 (ZWC 파트너스) | WWD코리아 https://www.wwdkorea.com/news/articleView.html?idxno=10897",medium
(주)엘티엔터테인먼트,"제주 드림타워 복합리조트 내 외국인 전용 카지노 '드림타워 카지노'를 운영하는 회사로, 롯데관광개발의 종속회사입니다. 매출의 대부분이 카지노(테이블·머신 게임) 영업에서 발생하며, 2025년 카지노 매출은 약 4,766억원(전년 대비 +61.8%)을 기록했습니다.",드림타워 이용객 급증(2025년 카지노 이용객 약 59만명)에 따라 모회사 롯데관광개발 차원에서 객실·식음·컨시어지·카지노 딜러 등 400명 규모 대규모 공개채용을 진행했습니다. 또한 그룹 차원에서 여행 부문 크루즈 사업(글로벌 선사 코스타와 전세선 계약)을 강화하는 등 복합리조트·관광 사업 외연을 넓히고 있습니다.,"개장 이후 첫 흑자 전환(2025년 모회사 당기순이익 276억원, EBITDA 87% 증가)에 성공하며 카지노 매출 5,000억원대 진입을 노리는 등 외국인 카지노+복합리조트 수익 극대화가 핵심 성장축입니다. 중장기적으로 크루즈 연계 인바운드 관광, 마이스(MICE)·리조트 운영 고도화로 확장하려는 방향이나, 로보틱스 등 기술 분야 구체 전략은 공개 정보 부족입니다.","순수 로보틱스 직무보다는 카지노·리조트 운영 효율화 관점에서 스마트 게이밍 시스템, 시설·보안 자동화, 데이터/IoT 기반 운영 최적화 경험을 부각하는 것이 적합합니다. 다만 이 회사는 카지노 운영 중심이라 로보틱스/엔지니어링 채용 연관성이 낮으므로, 자동화 역량을 '고객경험·운영 효율 개선'이라는 호스피탈리티 비즈니스 가치와 연결해 어필하는 것이 좋습니다.","롯데관광개발, 지난해 당기순이익 276억 '흑자 전환'…카지노가 견인 (다음/뉴스): https://v.daum.net/v/20260319171400641 | 카지노 선전 롯데관광개발, 크루즈 사업으로 내년 더 기대 (에너지경제): https://m.ekn.kr/view.php?key=20251114023527357 | 롯데관광개발(주) 제주 드림타워 대규모 공개채용 (법률저널): https://www.lec.co.kr/news/articleView.html?idxno=716775 | (주)엘티엔터테인먼트 2025년 기업정보 (사람인): https://www.saramin.co.kr/zf_user/company-info/view/csn/TFkvTjUrQlBaaHNQNTJKU3FIeVdHZz09",medium
엠이엠씨코리아(주),"반도체 소자용 실리콘 웨이퍼를 제조·판매하는 회사로, 충남 천안에서 8인치~12인치(300mm) 단결정 실리콘 웨이퍼를 생산해 삼성전자 등 반도체 제조사에 공급한다. 1990년 MEMC·삼성전자·포항제철 합작으로 설립됐으며 현재는 대만 글로벌웨이퍼스(GlobalWafers) 그룹의 자회사다.","2018~2020년 약 4.6억 달러를 투자해 천안 제2공장(2019년 준공)을 세워 300mm 웨이퍼 생산능력을 대폭 확대했고, OCI 폴리실리콘을 원료로 한 웨이퍼의 삼성전자 양산 승인을 받아 국산 원료 기반 공급을 진행했다. 천안 공장의 300mm 웨이퍼 월 12만장 증설도 추진된 것으로 보도됐다. (확정 시점은 공개 정보 부족)",모회사 글로벌웨이퍼스 차원에서 전기차·전력반도체용 SiC(실리콘카바이드) 웨이퍼 양산에 1~2조원대 대규모 투자를 추진하는 등 차세대 화합물 웨이퍼와 300mm 첨단 웨이퍼 증설이 중장기 성장축이다. 국내에서의 SiC 사업 구체 계획은 공개 정보 부족.,"웨이퍼 제조는 결정성장·슬라이싱·연마·검사 등 고도 자동화 공정 비중이 크므로, 반도체 장비 제어·공정 자동화(SECS/GEM, MES)·로봇 기반 핸들링·머신비전 검사 경험을 강조하면 좋다. 고청정·고정밀 양산 환경에서의 설비 안정화·수율 개선 프로젝트 경험이 타겟팅 포인트다.","3자 협업(삼성전자-MEMC-OCI)으로 웨이퍼 자급률 높였다 — 서울경제 https://www.sedaily.com/article/13030266 | 엠이엠씨코리아 — 나무위키 https://namu.wiki/w/%EC%97%A0%EC%9D%B4%EC%97%A0%EC%94%A8%EC%BD%94%EB%A6%AC%EC%95%84 | 대만 글로벌웨이퍼스, 한국 천안 공장 300mm웨이퍼 월12만장 증설 — 디일렉 https://www.thelec.kr/news/articleView.html?idxno=223 | HBM 이어 SiC웨이퍼도 증설 경쟁 — 뉴데일리 https://biz.newdaily.co.kr/site/data/html/2023/11/09/2023110900165.html",medium
한국과학기술연구원,"한국과학기술연구원(KIST)은 1966년 설립된 국내 최초의 정부출연 종합연구기관으로, 매출보다는 정부 출연금과 국가 R&D 과제 수탁을 기반으로 운영된다. 뇌과학, 차세대 반도체, AI·로봇, 바이오·의료, 청정기술, 첨단소재 등 융합형 원천기술 연구개발이 핵심 사업이다.","2026~2030년 정부(과기정통부)가 504억원을 투입하는 '민관협력 기반 휴머노이드 원천기술 고도화(K-휴머노이드)' 사업에 LG전자, LG에너지솔루션, 위로보틱스 등과 원팀으로 착수했다. KIST 독자기술 'KAPEX' 기반 양산형 로봇 하드웨어와 시각·촉각·언어·행동 통합 AI 모델, 전고체 배터리 적용 로봇을 개발하고 의료·돌봄 시설에서 실증한다.","고령사회, 환경, 에너지, 식량, 수자원 등 미래 사회 난제 대응을 중장기 전략으로 삼아 융복합 연구와 개방형 협력을 확대하고 있다. AI 기반 인터랙티브 로봇 가구, 다중 로봇 협업 시스템, 초개인화 스마트 공간 등 인간 중심 로봇 서비스 연구를 지속 확대할 계획이다.","KAPEX 액추에이터 등 로봇 하드웨어 설계, VLA(시각언어행동) 기반 자율 작업·환경 인식 AI, 다중 로봇 협업 등 휴머노이드 핵심기술 경험을 강조하면 좋다. 또한 연구성과의 양산·현장 적용(의료·돌봄 실증)을 지향하는 만큼 산학연 협업과 실증 프로젝트 경험을 부각하면 효과적이다.",민관 협력 'K-휴머노이드' 개발 본격 착수…KIST·LG 원팀 구축 - 로봇신문 https://www.irobotnews.com/news/articleView.html?idxno=46433 | KIST AI·로봇연구소 연구소개 - 한국과학기술연구원 https://www.kist.re.kr/ko/research/new-airobot-data-recent-research.do | 한국과학기술연구원 공식 홈페이지 https://www.kist.re.kr/,high
(주)하이브,"멀티레이블 체제(빅히트뮤직, 플레디스, 어도어 등)를 통한 아티스트 매니지먼트와 음반·음원, 공연 투어, MD/IP 라이선싱이 핵심 매출원이다. 2025년 연 매출 약 2조 6,499억 원의 역대 최대 실적을 기록했으며, 2025년 기준 음반과 공연이 각각 약 29%로 양대 축을 이룬다.","팬 커뮤니티·커머스 슈퍼앱 '위버스(Weverse)'를 SM·YG(블랙핑크) 등 경쟁사 아티스트까지 입점시켜 K-pop 산업 표준 플랫폼으로 키우고 있으며, 구독 모델 도입 등으로 2025년 연간 흑자 전환을 달성했다. 게임 사업('아키텍트: 랜드 오브 엑자일' 출시·마케팅), 게임 플랫폼 SDK(DRIMAGE) 및 위버스 프로덕트 개발 인력 채용 등 테크 기반 신사업을 현재진행형으로 확대 중이다.","'하이브 2.0' 전략 아래 음악·플랫폼·테크 기반 미래성장 3대 영역으로 사업을 재편하고, 2026년을 '투자에서 실현의 해'로 규정해 BTS 완전체 복귀와 사업 개편 효과 가시화를 노린다. AI 기반 프로슈머 마켓 주도권 확보, IP 영속성, 글로벌 거버넌스 확대를 중장기 핵심 과제로 제시하며 '엔터'를 넘어 '플랫폼' 밸류에이션 전환을 지향한다.","하이브는 순수 로보틱스 기업이 아니므로, 위버스 슈퍼앱·게임 플랫폼 SDK·AI 음성/콘텐츠 등 '테크 기반 미래성장' 영역과 자신의 자동화·엔지니어링 역량(대규모 트래픽 처리, AI/데이터 파이프라인, 멀티플랫폼 연동 자동화)을 연결해 팬 경험 혁신에 기여할 수 있음을 강조하면 좋다. 단, 물리 로봇보다는 소프트웨어 자동화·AI 적용 관점으로 타겟팅하는 것이 적합하다.","역대 최대 매출 달성한 하이브, 2026년에도 글로벌 확대 - 바이라인네트워크: https://byline.network/2026/02/ | 하이브, 신규 IP 데뷔로 숨고르기...2026년 BTS 완전체·사업 개편 효과 가시화 - 테크M: https://www.techm.kr/news/articleView.html?idxno=146473 | 투자의 해를 넘어 실현의 해로… 하이브 2.0, 2026년 본격 성과 예고 - 뉴스탭: https://www.newstap.co.kr/news/articleView.html?idxno=319557 | [DRIMAGE] 게임 플랫폼 SDK 개발 - (주)하이브 채용: https://careers.hybecorp.com/ko/o/154320",high
하나마이크론(주),"반도체 후공정(패키징 및 테스트)을 핵심으로 하는 OSAT(외주 반도체 패키지·테스트) 전문기업으로, 반도체 제조부문이 전체 매출의 약 76%를 차지한다. 자회사를 통한 반도체 재료(약 17%) 사업도 병행하며, 2025년 연결 매출은 약 1조 5,344억원 규모로 모바일용 D램 Stack Chip 등 고부가 제품 출하 확대가 실적을 견인했다.","베트남 법인(하나마이크론비나)을 통해 박장·박닌 지역에 레거시 메모리칩 패키징 증설을 위한 대규모 투자를 진행 중이며, 2026년 박장 2공장 완공을 목표로 한다. 증설 준비 차원에서 베트남 생산직 인력 500명을 긴급 채용했고, 누적 수천억원 투자로 베트남 패키징 물량을 월 5,000만 개에서 2억 개 수준까지 확대하는 것을 목표로 한다.","HBM 등 복수 칩을 수평 연결하는 2.5D 첨단 패키징(자체 명명 'HIC, Heterogeneously Integrated Chip')을 신성장 동력으로 추진하며, 파일럿 라인 구축 및 팹리스 고객사와의 양산 전제 개발 협의를 진행 중이다. 2.5D를 포함한 첨단 패키징 시장이 2028년 약 105조원으로 성장할 것이라는 전망에 대응해 AI·고성능 반도체용 어드밴스드 패키징 사업화에 무게를 둔다.","대규모 라인 증설과 첨단 패키징(2.5D/HIC) 양산화가 동시에 진행 중이므로, 패키징·테스트 공정 자동화, 장비 셋업·반송 시스템, 스마트팩토리/공정 데이터 기반 수율 개선 경험을 강조하면 강력하다. 베트남 등 해외 신공장 양산 안정화에 기여할 수 있는 자동화 엔지니어링 역량과 다품종 대량생산 라인 최적화 사례를 부각하는 것이 효과적이다.","하나마이크론, 2.5D 패키징 사업 진출…파일럿 라인 구축, 상용화 추진 - 전자신문, https://www.etnews.com/20240719000055 | 하나마이크론, 베트남법인 투자 박차…효율성·수익성 강화 - 딜사이트, https://dealsite.co.kr/articles/150906/068020 | 하나마이크론 100조 AI 반도체 패키징 진출 - 한국경제, https://www.hankyung.com/article/2024031887661 | 외국기업들, 베트남 반도체 후공정 투자 활발…앰코·하나마이크론 등 - 인사이드비나, https://www.insidevina.com/news/articleView.html?idxno=29274",high
(주)휴먼코아,"2001~2002년 설립된 종합 HR(인사) 서비스 기업으로, 인재파견·헤드헌팅·채용대행(RPO)과 급여·보험·복리후생·노무관리 등 TOTAL 인사관리대행을 통해 매출을 냅니다. 2010년 고용노동부 '근로자파견 우수기업' 인증을 받았고, 유통·물류·외식 등 다양한 산업군에 인력을 공급합니다.",현재 잡코리아 기준 진행 중인 채용공고는 외식(CHAGEE 밀크티 매장 운영 인력)과 외국계 기업 물류·자재·출고관리 인력 파견에 집중되어 있습니다. 로보틱스/자동화/엔지니어링 관련 신사업이나 대규모 투자에 대한 공개 정보는 부족합니다.,"취업컨설팅, 커리어코칭, 아웃플레이스먼트, 직업훈련 수료자 고용지원센터 운영 등 HR 서비스 영역 확장이 확인되나, 명시적인 중장기 성장 전략에 대한 객관적 공개 자료(IR·CEO 인터뷰 등)는 부족합니다(공개 정보 부족).","휴먼코아는 로보틱스 기업이 아니라 인력 파견·아웃소싱 회사이므로, 지원 직무가 '고객사(제조/물류 자동화 현장)에 파견되는 엔지니어'인지 먼저 확인하고, 자동화 설비 운영·물류 자재관리·현장 대응 경험과 파견 환경 적응력을 강조하는 것이 유효합니다. 순수 로보틱스 R&D 지향이라면 고객사를 직접 지원하는 편이 적합할 수 있습니다.",(주)휴먼코아 공식 사업소개 (huco.co.kr) - 인재파견·헤드헌팅·TOTAL 인사관리대행 | 휴먼코아 채용 진행 중 공고 - 잡코리아 https://www.jobkorea.co.kr/company/16154119/recruit | (주)휴먼코아 기업정보 - 잡플래닛 https://www.jobplanet.co.kr/companies/92127/landing/휴먼코아,low
(주)엘지경영개발원,"LG그룹의 싱크탱크·인재육성 지주 성격 조직으로, 경영·경제 컨설팅 및 연구(LG경영연구원), 임직원/리더 교육(LG인화원), AI 기술 연구(LG AI연구원)를 통해 매출을 낸다. 2024년 기준 매출 약 2,728억 원, 임직원 200여 명 규모이며 업종은 경영·과학·기술 컨설팅업으로 분류된다.","현재진행형 핵심 신사업은 2020년 12월 신설된 LG AI연구원의 초거대 AI 'EXAONE/K-EXAONE' 개발이다. 단일 Q&A를 넘어 계획수립→작업분해→실행→자체평가를 반복하는 '워크 에이전트(ChatEXAONE)'로 고도화 중이며, 누구나 무료 API로 AI 에이전트를 만들 수 있도록 K-EXAONE을 개방하고 한컴 등과 공공 AI 시장 협업을 추진 중이다.","중장기 전략은 K-EXAONE을 글로벌 최고 수준 모델로 끌어올리는 'AI 원팀' 로드맵과, 디지털 에이전트를 넘어 '피지컬 AI'로의 확장이다. 특히 화학·생명과학 분야에서 AI 에이전트가 자동화 장비·로봇과 연동하는 '자율 R&D' 비전을 제시하며 Agentic AI를 물리 세계로 확장하려 하고 있다.","멀티모달 이해(텍스트·이미지·영상·센서)와 자율 계획·도구 활용 역량, AI 에이전트가 로봇·자동화 장비를 제어하는 '피지컬 AI/자율 R&D' 경험을 강조하면 좋다. 디지털 에이전트와 실제 로봇·실험 자동화를 연결한 프로젝트(센서 융합, 로봇 연동, 자율 실행 파이프라인)를 구체적 성과로 어필하라.","LG경영개발원 - 나무위키 (경영연구원·인화원·AI연구원 통합 조직 설명): https://namu.wiki/w/LG경영개발원 | 엘지경영개발원(LG경영연구원) 기업정보·매출 - THE VC: https://thevc.kr/lgmanagementdevelopmentinstitute | [KRoC 2026] LG AI연구원, EXAONE·K-EXAONE 기반 에이전트 로드맵 및 피지컬 AI 자율 R&D 비전 - 로봇신문: https://www.irobotnews.com/news/articleView.html?idxno=44802 | [MWC 2026] LG 'K-엑사원 글로벌 최고 수준 목표'…'AI 원팀' 로드맵 공개 - 딜사이트: https://dealsite.co.kr/articles/157683",medium
해커스교육그룹,"1998년 설립된 국내 1위 어학·자격증 온라인 교육 기업으로, 토익·토플·토스/오픽·텝스 등 영어 어학을 핵심으로 한 인터넷 강의(해커스인강)와 교재 출판, 전국 어학원 오프라인 강의에서 주로 매출이 발생한다. 운영법인 챔프스터디 기준 2024년 매출 약 1,205억 원, 영업이익 약 228억 원으로 양호한 수익성을 보인다.","어학을 넘어 공무원, 공인중개사, 금융 자격증, 취업(해커스잡/취업아카데미), 중학영어 등으로 교육 카테고리를 확장 중이며, 2026년 현재 어학원·공무원 학원 운영 및 상담·마케팅 직군 등에서 다수 채용을 진행하고 있다. 다만 로보틱스/자동화와 직접 연관된 대규모 투자나 신사업의 공개 정보는 부족하다.","교육업계 전반의 AI·에듀테크 전환 흐름 속에서 AI 맞춤형 학습·자동 피드백 등이 어학 교육의 성장축으로 거론되나, 해커스의 구체적 중장기 AI 전략·투자에 대한 객관적 공개 자료는 확인되지 않았다(공개 정보 부족).","로보틱스/자동화 직접 수요는 확인되지 않으므로, 어학 학습 데이터 기반 AI 추천·자동 채점·콘텐츠 자동화 등 에듀테크 자동화 역량과 대규모 학습자 트래픽을 처리하는 시스템 엔지니어링 경험을 강조하는 것이 효과적이다. CV에는 학습 효율화·개인화 자동화 프로젝트 성과를 정량 지표로 제시하라.","해커스교육그룹 기업정보 - 잡코리아 (https://www.jobkorea.co.kr/company/1341121) | 챔프스터디 2024 실적(매출 1,205억·영업이익 228억) - 잡코리아 기업정보 (https://m.jobkorea.co.kr/company/43705744) | 해커스어학원 채용공고 2026 - 캐치 (https://www.catch.co.kr/Comp/RecruitInfo/434785)",medium
(주)피엔티,"2차전지 전극 공정용 롤투롤(Roll-to-Roll) 장비를 주력으로 하는 제조장비 전문기업으로, 코팅기·캘린더링·슬리터·라미네이터 등 정밀 권취·이송 장비에서 글로벌 점유율 1위를 보유한다. 2차전지 장비 사업부와 전지박 등 소재 사업부로 구성되며, 2024년 매출 약 1조 350억원, 영업이익 1,632억원을 기록했다.","현재 진행 중인 신사업은 크게 건식공정 장비, ESS용 LFP 배터리, 전고체 배터리 장비로 구분된다. 구미 제4공장에서 0.2GWh 규모 ESS용 LFP 배터리 생산라인 셋업 및 시제품 생산을 진행 중이며, LFP 양극활물질·양극재(연 3GWh급) 사업을 동시에 추진하고 국내외 고객사와 시제품 테스트를 진행하고 있다.","장비 중심에서 LFP 양극재·동박 등 소재와 ESS·전고체 배터리 장비로 포트폴리오를 확장해 장비-소재 수직계열화를 노린다. 경영진은 2025년 매출 1.5조원, 2026년 2조원 달성을 목표로 제시했으며, 1.5~1.6조원대의 수주잔고를 성장 기반으로 삼고 있다.","웹가이딩·장력제어, 오토터렛/오토스플라이싱, 코팅·캘린더링·슬리팅 등 롤투롤 정밀 이송·제어 기술 경험과 장비 설계·세트업·정밀모션 제어 역량을 강조하는 것이 효과적이다. 직원의 80% 이상이 엔지니어인 만큼 현장 셋업·사후 기술지원 및 자동화 라인 통합 경험을 부각하면 좋다.","피엔티, 2분기 연결 기준 매출 1134억원·영업이익 225억원 기록 - https://daily.hankooki.com/news/articleView.html?idxno=1255870 | 137400 배터리 장비 피엔티 LFP 양극재·ESS·동박, 신사업 포트폴리오 가속 (미래에셋증권 리포트) - https://securities.miraeasset.com/bbs/download/2138114.pdf?attachmentId=2138114 | 피엔티, 3분기 실적 주춤…신사업 가시화·글로벌 수요 회복 조짐 - https://kr.acrofan.com/detail.php?number=410743 | (주)피엔티 2차전지 장비 (공식 홈페이지) - https://www.epnt.co.kr/m31.php?cate=001",high
